genre_1,genre_2,language,original_title,english_title,country,date,status
Animation,Family,ja,Hôhokekyo tonari no Yamada-kun,My Neighbors the Yamadas,Japan,1999-07-17,Released
Adventure,Animation,ja,平成狸合戦ぽんぽこ,Pom Poko,Japan,1994-07-16,Released
Comedy,Crime,de,Knockin' on Heaven's Door,Knockin' on Heaven's Door,Belgium,1997-02-20,Released
Drama,,en,City of Hope,City of Hope,UnitedStatesofAmerica,1991-10-11,Released
Romance,Comedy,en,We're No Angels,We're No Angels,UnitedStatesofAmerica,1955-01-01,Released
Drama,,en,Sons and Lovers,Sons and Lovers,UnitedKingdom,1960-08-29,Released
Documentary,Drama,en,The Arrow,The Arrow,Canada,1997-01-12,Released
Comedy,Romance,en,Ruggles of Red Gap,Ruggles of Red Gap,UnitedStatesofAmerica,1935-03-08,Released
Comedy,,en,Greetings,Greetings,#N/A,1968-12-15,Released
Documentary,,en,End of the Century: The Story of The Ramones,End of the Century: The Story of The Ramones,UnitedStatesofAmerica,2003-01-19,Released
Drama,Romance,ja,Love Letter,Love Letter,Japan,1995-03-25,Released
Science,,ko,Naechureol siti,Natural City,SouthKorea,2003-05-09,Released
Drama,,en,This Sporting Life,This Sporting Life,UnitedKingdom,1963-01-15,Released
Action,Adventure,zh,俠女,A Touch of Zen,HongKong,1971-11-17,Released
Drama,History,en,Walker,Walker,Spain,1987-12-04,Released
Action,Comedy,cn,Zu: The Warriors from the Magic Mountain,Zu: Warriors from the Magic Mountain,HongKong,1983-02-05,Released
Drama,Crime,en,Whistle Down the Wind,Whistle Down the Wind,UnitedKingdom,1961-07-25,Released
Drama,Romance,fr,Madame de…,The Earrings of Madame de...,France,1953-09-16,Released
Drama,Foreign,es,El coronel no tiene quien le escriba,No One Writes to the Colonel,#N/A,1999-06-04,Released
Comedy,,en,Speedy,Speedy,UnitedStatesofAmerica,1928-04-07,Released
Fantasy,Animation,ja,MEMORIES,Memories,Japan,1995-12-23,Released
Romance,Science,ja,Kaijū Daisensō,Invasion of Astro-Monster,Japan,1965-12-19,Released
Animation,Comedy,en,Harvie Krumpet,Harvie Krumpet,Australia,2003-10-23,Released
Drama,Comedy,en,Investigating Sex,Intimate Affairs,Germany,2002-04-18,Released
Documentary,,en,The Wild Parrots of Telegraph Hill,The Wild Parrots of Telegraph Hill,#N/A,2003-10-09,Released
Drama,,en,The Ballad of Jack and Rose,The Ballad of Jack and Rose,UnitedStatesofAmerica,2005-03-25,Released
Action,Thriller,en,Sin City,Sin City,UnitedStatesofAmerica,2005-04-01,Released
Comedy,Romance,en,Beauty Shop,Beauty Shop,UnitedStatesofAmerica,2005-06-02,Released
Drama,Comedy,fr,Comme une image,Look at Me,France,2004-11-18,Released
Documentary,,en,Dust to Glory,Dust to Glory,#N/A,2005-04-01,Released
Action,Adventure,en,Sahara,Sahara,Germany,2005-04-06,Released
Comedy,Drama,en,Fever Pitch,Fever Pitch,Germany,2005-04-06,Released
Drama,,en,Winter Solstice,Winter Solstice,#N/A,2004-01-29,Released
Drama,Family,en,Smile,Smile,China,2005-04-08,Released
Action,Drama,en,Eye of the Tiger,Eye of the Tiger,UnitedStatesofAmerica,1986-07-07,Released
Comedy,Romance,fr,Pas sur la bouche,Not on the Lips,France,2003-12-03,Released
Action,Adventure,en,"Krakatoa, East of Java","Krakatoa, East of Java",UnitedStatesofAmerica,1969-03-17,Released
Comedy,,en,Rhinestone,Rhinestone,UnitedStatesofAmerica,1984-06-22,Released
Thriller,Crime,en,Electra Glide in Blue,Electra Glide in Blue,UnitedStatesofAmerica,1973-08-18,Released
Music,Documentary,en,Bring on the Night,Bring on the Night,UnitedStatesofAmerica,1985-11-08,Released
Drama,War,it,Una giornata particolare,A Special Day,Canada,1977-08-11,Released
Drama,War,en,This Land Is Mine,This Land Is Mine,UnitedStatesofAmerica,1943-05-07,Released
Comedy,,ko,반칙왕,The Foul King,SouthKorea,2000-02-04,Released
Animation,Drama,fr,L'homme qui plantait des arbres,The Man Who Planted Trees,Canada,1987-05-13,Released
Comedy,,en,Tanguy,Tanguy,France,2001-11-21,Released
Comedy,,en,Lady Killers,National Lampoon's Gold Diggers,UnitedStatesofAmerica,2003-06-15,Released
Drama,Thriller,en,Blind Horizon,Blind Horizon,UnitedStatesofAmerica,2003-12-14,Released
Drama,,en,Islands in the Stream,Islands in the Stream,#N/A,1977-03-09,Released
Action,Drama,en,Go for Broke!,Go for Broke!,UnitedStatesofAmerica,1951-05-04,Released
Horror,Thriller,en,The Blood on Satan's Claw,The Blood on Satan's Claw,UnitedKingdom,1971-01-01,Released
Drama,Comedy,en,"Reuben, Reuben","Reuben, Reuben",UnitedStatesofAmerica,1983-12-19,Released
Action,Thriller,en,TNT Jackson,TNT Jackson,Philippines,1974-06-08,Released
Drama,Foreign,ko,달마가 동쪽으로 간 까닭은,Why Has Bodhi-Dharma Left for the East?,SouthKorea,1989-09-23,Released
Drama,,en,Blue,Blue,UnitedKingdom,1993-08-19,Released
Drama,Romance,fr,Bilitis,Bilitis,France,1977-03-16,Released
Action,Drama,it,Queimada,Burn!,Italy,1969-12-21,Released
Drama,History,en,Battle of the Bulge,Battle of the Bulge,UnitedStatesofAmerica,1965-04-02,Released
Crime,Drama,en,Ghosts... of the Civil Dead,Ghosts... of the Civil Dead,Australia,1989-06-01,Released
Drama,Horror,en,The Little Girl Who Lives Down the Lane,The Little Girl Who Lives Down the Lane,Canada,1976-12-25,Released
Drama,,it,Il fiore delle mille e una notte,Arabian Nights,France,1974-06-20,Released
Comedy,Drama,en,Age of Consent,Age of Consent,Australia,1969-05-13,Released
Drama,,it,Edipo re,Oedipus Rex,Italy,1967-09-02,Released
Horror,,ja,リング０　バースデイ,Ringu 0,Japan,2000-01-22,Released
Drama,,da,Brødre,Brothers,Denmark,2004-08-27,Released
Comedy,,it,Parenti serpenti,"Dearest Relatives, Poisonous Relations",Italy,1992-07-30,Released
Comedy,,en,Major Barbara,Major Barbara,UnitedKingdom,1941-05-14,Released
Drama,,en,Steppenwolf,Steppenwolf,UnitedStatesofAmerica,1974-01-01,Released
Drama,Adventure,en,Hawaii,Hawaii,UnitedStatesofAmerica,1966-10-10,Released
Comedy,Crime,en,Pretty Maids All in a Row,Pretty Maids All in a Row,UnitedStatesofAmerica,1971-04-28,Released
Comedy,Drama,cs,Samotáři,Loners,CzechRepublic,2000-04-13,Released
Drama,,it,Il deserto rosso,Red Desert,Italy,1964-09-04,Released
Comedy,Drama,de,Satansbraten,Satan's Brew,Germany,1976-10-07,Released
Romance,Drama,de,Mädchen in Uniform,Mädchen in Uniform,Germany,1931-11-27,Released
Drama,,de,Tagebuch einer Verlorenen,Diary of a Lost Girl,Germany,1929-09-27,Released
Science,name:,pl,Seksmisja,Sexmission,Poland,1984-05-13,Released
Action,,en,44 Minutes: The North Hollywood Shoot-Out,44 Minutes: The North Hollywood Shoot-Out,UnitedStatesofAmerica,2003-01-01,Released
Drama,,en,Macbeth,Macbeth,UnitedStatesofAmerica,1948-10-01,Released
Drama,,es,Garage Olimpo,Garage Olimpo,Argentina,1999-05-16,Released
Animation,Fantasy,en,Vincent,Vincent,UnitedStatesofAmerica,1982-01-01,Released
Drama,Romance,en,Waterloo Bridge,Waterloo Bridge,UnitedStatesofAmerica,1940-05-17,Released
War,Documentary,en,Hôtel Terminus: The Life and Times of Klaus Barbie,Hôtel Terminus: The Life and Times of Klaus Barbie,Germany,1988-11-01,Released
Documentary,History,fr,Le chagrin et la pitié,The Sorrow and the Pity,France,1969-09-18,Released
Drama,Romance,fr,Premiers désirs,First Desires,France,1983-12-11,Released
Comedy,Romance,en,With Six You Get Eggroll,With Six You Get Eggroll,UnitedStatesofAmerica,1968-08-07,Released
Comedy,Romance,en,"Move Over, Darling","Move Over, Darling",UnitedStatesofAmerica,1963-12-19,Released
Drama,Music,en,Love Me or Leave Me,Love Me or Leave Me,UnitedStatesofAmerica,1955-06-10,Released
Comedy,,fr,Jour de Fête,Jour de Fête,France,1949-05-04,Released
Comedy,,en,The Big Store,The Big Store,UnitedStatesofAmerica,1941-06-21,Released
Drama,,de,Mutter Küsters' Fahrt zum Himmel,Mother Küsters Goes to Heaven,Germany,1975-07-01,Released
Drama,War,ru,Ива́ново де́тство,Ivan's Childhood,Russia,1962-05-05,Released
Adventure,Fantasy,fr,Le Voyage dans la Lune,A Trip to the Moon,France,1902-09-01,Released
Comedy,Drama,es,Whisky,Whisky,Spain,2004-08-06,Released
Drama,War,ru,Восхождение,The Ascent,Russia,1977-04-02,Released
TV,name:,en,Carrie,Carrie,Canada,2002-11-04,Released
Romance,Fantasy,it,Boccaccio '70,Boccaccio '70,Italy,1962-02-22,Released
TV,name:,en,Frankenfish,Frankenfish,UnitedStatesofAmerica,2004-10-09,Released
Comedy,,en,Who's Your Daddy?,Who's Your Daddy?,UnitedStatesofAmerica,2004-01-07,Released
Action,Thriller,en,Control,Control,UnitedStatesofAmerica,2004-12-07,Released
Action,Drama,en,Category 6: Day of Destruction,Category 6: Day of Destruction,UnitedStatesofAmerica,2004-11-14,Released
Horror,,en,Trespassing,Trespassing,UnitedStatesofAmerica,2004-10-22,Released
Drama,War,en,Un héros très discret,A Self-Made Hero,France,1996-01-01,Released
Comedy,Drama,en,Life Is Sweet,Life Is Sweet,UnitedKingdom,1990-11-15,Released
Drama,Mystery,en,Ride the Pink Horse,Ride the Pink Horse,UnitedStatesofAmerica,1947-10-08,Released
Crime,Drama,en,The Chant of Jimmie Blacksmith,The Chant of Jimmie Blacksmith,Australia,1978-06-21,Released
Drama,Romance,ja,Shinjû: Ten no amijima,Double Suicide,Japan,1969-05-24,Released
Crime,Drama,ja,少年,Boy,Japan,1969-07-26,Released
Drama,,en,Let Him Have It,Let Him Have It,UnitedKingdom,1991-10-04,Released
Drama,,wo,Guelwaar,Guelwaar,Senegal,1993-07-28,Released
Comedy,Drama,ja,カンゾー先生,Dr. Akagi,Japan,1998-05-17,Released
Drama,War,ja,黒い雨,Black Rain,Japan,1989-05-13,Released
Mystery,Drama,en,Alexandra's Project,Alexandra's Project,Australia,2003-05-16,Released
Drama,,en,Clean,Clean,UnitedKingdom,2004-09-01,Released
,,en,The Delicate Art of Parking,The Delicate Art of Parking,#N/A,2003-08-23,Released
Romance,Drama,en,Wilson,Wilson,UnitedStatesofAmerica,1944-08-01,Released
Drama,Romance,en,Blossoms in the Dust,Blossoms in the Dust,UnitedStatesofAmerica,1941-07-25,Released
Adventure,Comedy,en,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,UnitedStatesofAmerica,2005-01-15,Released
Thriller,,da,Kongekabale,King's Game,Denmark,2004-08-10,Released
Romance,Comedy,de,Barfuß,Barefoot,Germany,2005-03-30,Released
Drama,Comedy,es,Entre tinieblas,Dark Habits,Spain,1983-03-10,Released
Drama,Action,en,Snake and Crane Arts of Shaolin,Snake and Crane Arts of Shaolin,HongKong,1978-03-08,Released
Action,Adventure,en,The Eiger Sanction,The Eiger Sanction,UnitedStatesofAmerica,1975-05-21,Released
Comedy,Romance,en,It Started in Naples,It Started in Naples,UnitedStatesofAmerica,1960-08-06,Released
Action,Comedy,en,Skin Game,Skin Game,UnitedStatesofAmerica,1971-09-30,Released
Documentary,,en,Vérités et Mensonges,F for Fake,Germany,1973-03-13,Released
Drama,Romance,en,Love Comes Softly,Love Comes Softly,UnitedStatesofAmerica,2003-04-13,Released
Horror,Thriller,en,The Amityville Horror,The Amityville Horror,UnitedStatesofAmerica,2005-04-15,Released
Animation,Comedy,en,Mutant Aliens,Mutant Aliens,UnitedStatesofAmerica,2002-01-09,Released
Drama,Family,en,Acts of Worship,Acts of Worship,UnitedStatesofAmerica,2001-01-01,Rumored
Drama,War,en,Ike: Countdown to D-Day,Ike: Countdown to D-Day,NewZealand,2004-05-31,Released
Horror,,en,Cry of the Banshee,Cry of the Banshee,UnitedKingdom,1970-07-22,Released
Crime,Drama,en,Phantom Lady,Phantom Lady,UnitedStatesofAmerica,1944-01-28,Released
Drama,Thriller,en,Act of Violence,Act of Violence,UnitedStatesofAmerica,1949-02-01,Released
Drama,Fantasy,cn,胭脂扣,Rouge,HongKong,1987-01-07,Released
Drama,Fantasy,it,Miracolo a Milano,Miracle in Milan,Italy,1951-02-08,Released
Drama,,de,Napola – Elite für den Führer,Before the Fall,Germany,2004-07-04,Released
Western,Comedy,en,The Frisco Kid,The Frisco Kid,UnitedStatesofAmerica,1979-07-06,Released
Drama,Fantasy,ja,Onmyoji,Onmyoji: The Yin Yang Master,Japan,2001-10-06,Released
Action,Adventure,en,State Property 2,State Property 2,UnitedStatesofAmerica,2005-04-13,Released
Documentary,,en,The Year of the Yao,The Year of the Yao,UnitedStatesofAmerica,2004-09-16,Released
Comedy,Drama,en,House of D,House of D,UnitedStatesofAmerica,2005-04-15,Released
Comedy,Drama,en,Palindromes,Palindromes,UnitedStatesofAmerica,2004-09-03,Released
Comedy,Family,en,Down and Derby,Down and Derby,UnitedStatesofAmerica,2005-04-15,Released
Comedy,Romance,en,A Wake in Providence,A Wake in Providence,UnitedStatesofAmerica,1999-01-01,Released
Comedy,,en,A Lot Like Love,A Lot Like Love,UnitedStatesofAmerica,2005-04-22,Released
Comedy,Crime,en,King's Ransom,King's Ransom,Canada,2005-04-22,Released
Drama,,en,The Game of Their Lives,The Game of Their Lives,UnitedStatesofAmerica,2005-01-01,Released
Action,Adventure,en,Madison,Madison,UnitedStatesofAmerica,2001-01-23,Released
Documentary,,en,Enron: The Smartest Guys in the Room,Enron: The Smartest Guys in the Room,UnitedStatesofAmerica,2005-04-22,Released
Action,Adventure,en,xXx: State of the Union,xXx: State of the Union,UnitedStatesofAmerica,2005-04-27,Released
,,en,Death of a Dynasty,Death of a Dynasty,UnitedStatesofAmerica,2005-04-29,Released
Drama,Action,en,Kingdom of Heaven,Kingdom of Heaven,Germany,2005-05-03,Released
Horror,,en,House of Wax,House of Wax,UnitedStatesofAmerica,2005-04-30,Released
Drama,,en,Crash,Crash,Germany,2004-01-13,Released
Comedy,,en,Jiminy Glick in Lalawood,Jiminy Glick in Lalawood,UnitedStatesofAmerica,2004-09-18,Released
Drama,,en,Mysterious Skin,Mysterious Skin,UnitedStatesofAmerica,2004-05-20,Released
Comedy,Romance,en,Mischief,Mischief,UnitedStatesofAmerica,1985-02-08,Released
Action,Western,en,Jubal,Jubal,UnitedStatesofAmerica,1956-04-06,Released
Adventure,Comedy,fr,Viva Maria!,Viva Maria!,France,1965-11-22,Released
Drama,Romance,es,Entre las piernas,Between Your Legs,Spain,1999-01-22,Released
Adventure,Action,ja,新座頭市　破れ！唐人剣,Zatôichi Meets the One-Armed Swordsman,HongKong,1971-01-13,Released
Drama,,en,The Angry Silence,The Angry Silence,UnitedKingdom,1960-03-10,Released
Drama,History,en,Isadora,Isadora,France,1968-09-14,Released
Music,Drama,en,San Francisco,San Francisco,UnitedStatesofAmerica,1936-06-26,Released
Drama,,ru,Земля,Earth,Ukraine,1930-04-08,Released
Thriller,Drama,es,Él,Él,Mexico,1953-07-09,Released
Drama,,fr,La Chienne,La Chienne,France,1931-11-20,Released
Drama,,es,Eréndira,Eréndira,France,1983-05-01,Released
Drama,Romance,en,The Private Lives of Elizabeth and Essex,The Private Lives of Elizabeth and Essex,UnitedStatesofAmerica,1939-11-11,Released
Drama,War,en,The Search,The Search,UnitedStatesofAmerica,1948-03-26,Released
Drama,,hu,Sátántangó,Satantango,Germany,1994-02-08,Released
Comedy,Drama,en,On Borrowed Time,On Borrowed Time,UnitedStatesofAmerica,1939-07-07,Released
Comedy,Drama,ja,茶の味,The Taste of Tea,Japan,2004-07-17,Released
Drama,,en,Kes,Kes,UnitedKingdom,1969-11-18,Released
Comedy,Drama,en,The Human Comedy,The Human Comedy,UnitedStatesofAmerica,1943-03-02,Released
Animation,Fantasy,ja,バンパイアハンターD,Vampire Hunter D,Japan,1985-12-21,Released
Comedy,Romance,en,Buying the Cow,Buying the Cow,UnitedStatesofAmerica,2002-01-14,Released
Drama,,fr,Brodeuses,A Common Thread,#N/A,2004-05-14,Released
Comedy,,en,The Cocoanuts,The Cocoanuts,UnitedStatesofAmerica,1929-08-03,Released
Drama,History,de,Die Brücke,The Bridge,Germany,1959-10-21,Released
TV,name:,en,In the Time of the Butterflies,In the Time of the Butterflies,Mexico,2001-10-21,Released
Drama,Action,en,Road House,Road House,UnitedStatesofAmerica,1948-09-22,Released
Comedy,Drama,ru,Очи черные,Dark Eyes,Italy,1987-02-01,Released
Comedy,Drama,en,Edges of the Lord,Edges of the Lord,UnitedStatesofAmerica,2001-01-01,Released
Comedy,Drama,ja,キッズ・リターン,Kids Return,Japan,1996-07-27,Released
Music,Documentary,en,The Fearless Freaks,The Fearless Freaks,#N/A,2005-05-25,Released
Drama,,en,Off the Map,Off the Map,UnitedStatesofAmerica,2003-01-22,Released
Comedy,Mystery,es,Inconscientes,Unconscious,Portugal,2004-08-27,Released
Thriller,Drama,en,The Tesseract,The Tesseract,UnitedKingdom,2003-05-15,Released
Comedy,Drama,es,25 Watts,25 Watts,Uruguay,2001-01-01,Released
Drama,,en,The Hiding Place,The Hiding Place,#N/A,1975-05-04,Released
Drama,,en,The Keys of the Kingdom,The Keys of the Kingdom,UnitedStatesofAmerica,1944-12-15,Released
Drama,,pl,300 mil do nieba,300 Miles to Heaven,Denmark,1989-10-30,Released
Comedy,,en,The Adventurer,The Adventurer,UnitedStatesofAmerica,1917-10-22,Released
Comedy,,en,Crackerjack,Crackerjack,Australia,2002-07-11,Released
Comedy,Drama,de,Solino,Solino,Germany,2002-09-23,Released
Comedy,Crime,en,Dear Wendy,Dear Wendy,Denmark,2005-01-22,Released
Crime,Mystery,en,The List of Adrian Messenger,The List of Adrian Messenger,UnitedStatesofAmerica,1963-05-29,Released
Crime,Comedy,ja,ナイン・ソウルズ,9 Souls,Japan,2003-07-19,Released
Documentary,,en,Los Angeles Plays Itself,Los Angeles Plays Itself,#N/A,2003-09-07,Released
Action,Crime,en,Unleashed,Unleashed,France,2005-02-02,Released
Drama,,en,La ardilla roja,The Red Squirrel,Spain,1993-04-21,Released
Drama,Foreign,es,Martín (Hache),Martin (Hache),Argentina,1997-03-31,Released
Comedy,Drama,it,"Brutti, sporchi e cattivi","Ugly, Dirty and Bad",Italy,1976-09-23,Released
Comedy,Drama,fr,Léolo,Leolo,Canada,1992-09-16,Released
Adventure,Animation,en,DuckTales: The Movie - Treasure of the Lost Lamp,DuckTales: The Movie - Treasure of the Lost Lamp,France,1990-08-03,Released
Drama,Comedy,en,Babes in Arms,Babes in Arms,UnitedStatesofAmerica,1939-10-13,Released
Drama,,ko,사마리아,Samaritan Girl,SouthKorea,2004-02-10,Released
Science,name:,en,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,UnitedStatesofAmerica,2005-05-17,Released
Romance,Comedy,en,Kicking & Screaming,Kicking & Screaming,UnitedStatesofAmerica,2005-05-13,Released
Romance,Comedy,en,Monster-in-Law,Monster-in-Law,UnitedStatesofAmerica,2005-05-13,Released
Drama,Mystery,en,Agatha,Agatha,UnitedKingdom,1979-02-09,Released
Romance,Drama,en,Death Takes a Holiday,Death Takes a Holiday,UnitedStatesofAmerica,1934-03-30,Released
Drama,Comedy,it,Vodka Lemon,Vodka Lemon,Switzerland,2003-11-21,Released
Documentary,,en,Deep Blue,Deep Blue,Germany,2003-05-18,Released
Romance,Science,en,The Invisible Woman,The Invisible Woman,UnitedStatesofAmerica,1940-12-27,Released
Action,Adventure,en,The Snow Walker,The Snow Walker,Canada,2003-01-01,Released
Comedy,,it,Divorzio all'italiana,Divorce Italian Style,Italy,1961-12-20,Released
Comedy,Music,en,Carefree,Carefree,UnitedStatesofAmerica,1938-09-02,Released
Action,Comedy,cn,天師撞邪,Shaolin Drunkard,HongKong,1983-07-09,Released
Action,Foreign,zh,Leui ting jin ging,China Strike Force,HongKong,2000-12-21,Released
Comedy,Romance,en,Dawg,Dawg,#N/A,2002-02-21,Released
Drama,Music,en,9 Songs,9 Songs,UnitedKingdom,2004-07-16,Released
Drama,Fantasy,en,The Uninvited,The Uninvited,UnitedStatesofAmerica,1944-02-18,Released
Drama,Thriller,ko,나쁜 남자,Bad Guy,SouthKorea,2002-01-11,Released
Drama,Comedy,nl,Simon,Simon,Netherlands,2004-09-30,Released
History,War,en,December 7th,December 7th,#N/A,1943-01-01,Released
Action,Drama,en,Bataan,Bataan,UnitedStatesofAmerica,1943-06-03,Released
Family,Animation,en,Madagascar,Madagascar,UnitedStatesofAmerica,2005-05-25,Released
